id,year,title,rating,pass
2242,1990,Darkman,0,0
209,1990,Witches. The,3,1
459,1990,Misery,1,0
5182,1990,Predator 2,2,0
3662,1990,Dark Angel (I Come in Peace),0,0
2296,1990,An Angel at My Table,3,1
8051,1990,Rescuers Down Under. The,1,0
5556,1990,Lord of the Flies,0,0
3000,1990,Hunt for Red October. The,1,0
4750,1990,Miller&#39;s Crossing,0,0
5237,1990,RoboCop 2,1,0
6081,1990,Alice,3,1
2577,1990,Wild at Heart,2,0
4174,1990,Strangers in Good Company,3,1
5777,1990,Presumed Innocent,1,0
3561,1990,Close-Up,1,0
4080,1990,I Hired a Contract Killer,0,0
5284,1990,Teenage Mutant Ninja Turtles,2,0
7659,1990,Rosencrantz &amp; Guildenstern Are Dead,1,0
869,1990,Nikita,3,1
118,1990,Total Recall,1,0
8021,1990,Hidden Agenda,3,1
8097,1990,Metropolitan,3,1
8061,1990,Godfather: Part III. The,3,1
4719,1990,Troll 2,3,1
6289,1990,Criminal Justice,3,1
2442,1990,Edward Scissorhands,3,1
3721,1990,A Little Night Music,3,1
2313,1990,Bonfire of the Vanities. The,2,0
8584,1990,Reflecting Skin. The,1,0
3524,1990,Russia House. The,0,0
533,1990,Postcards from the Edge,3,1
5614,1990,Welcome Home. Roxy Carmichael,3,1
1130,1990,Ghost,3,1
796,1990,Life Is Sweet,3,1
8043,1990,Class of 1999,2,0
4807,1990,Air America,0,0
2156,1990,Pretty Woman,3,1
7426,1990,Dragon Ball Z: Bardock - The Father of Goku,0,0
1935,1990,White Hunter Black Heart,1,0
5301,1990,A Tale of Springtime,3,1
5333,1990,Match Factory Girl. The,3,1
454,1990,It,1,0
5399,1990,Portrait of a Marriage,3,1
2740,1991,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3,1
9094,1991,Until the End of the World,3,1
6028,1991,Freddy&#39;s Dead: The Final Nightmare,2,0
767,1991,Fried Green Tomatoes,3,1
3251,1991,Bill &amp; Ted&#39;s Bogus Journey,1,0
266,1991,Thelma &amp; Louise,3,1
308,1991,Omohide poro poro,3,1
5638,1991,Boyz n the Hood,2,0
2637,1991,Don&#39;t Tell Mom the Babysitter&#39;s Dead,3,1
3563,1991,Hot Shots!,1,0
3058,1991,Object of Beauty. The,3,1
2326,1991,Black Robe,1,0
5260,1991,Madonna: Truth or Dare,3,1
5332,1991,Lovers on the Bridge. The,1,0
1579,1991,Robin Hood: Prince of Thieves,3,1
2216,1991,Salmonberries,3,1
1125,1991,White Fang,1,0
7200,1991,JFK,3,1
7235,1991,Paprika,3,1
7650,1991,My Own Private Idaho,1,0
2315,1991,Barton Fink,1,0
4241,1991,Into The Woods,3,1
3592,1991,Star Trek VI: The Undiscovered Country,2,0
1033,1991,Hook,2,0
4736,1991,Europa,0,0
7632,1991,Frankie and Johnny,1,0
4631,1991,Defending Your Life,3,1
913,1991,Impromptu,3,1
3036,1991,Rubin and Ed,0,0
7365,1991,City Slickers,3,1
2408,1991,&#39;Merci la vie&#39;,3,1
7163,1991,People Under the Stairs. The,3,1
4973,1991,Princess and the Goblin. The,3,1
4290,1991,Last Boy Scout. The,3,1
1297,1991,Raise the Red Lantern,3,1
2455,1991,Daughters of the Dust,3,1
6335,1991,Nekromantik 2,1,0
3987,1991,Rocketeer. The,1,0
2857,1991,Motorama,1,0
710,1991,Tacones Lejanos,3,1
3544,1991,Hudson Hawk,3,1
5833,1991,Dick Tracy,1,0
4577,1991,Life Stinks,0,0
8062,1991,Mediterraneo,2,0
2180,1991,Double Life of Veronique. The,3,1
5814,1991,Five Heartbeats. The,1,0
2846,1991,Night on Earth,3,1
467,1991,Other People's Money,3,1
2785,1991,Delirious,1,0
4358,1991,Neon City,3,1
2491,1991,An American Tail: Fievel Goes West,3,1
6371,1991,Soapdish,3,1
1405,1991,Fisher King. The,3,1
847,1991,Terminator 2: Judgement Day,3,1
32,1991,Silence of the Lambs. The,3,1
7938,1991,Cape Fear,3,1
6089,1991,Dragon Ball Z: Cooler&#39;s Revenge,0,0
9378,1991,Highlander II,1,0
183,1991,Beauty and the Beast,3,1
1697,1991,Toy Soldiers,0,0
3595,1991,Addams Family. The,3,1
4666,1991,L.A. Story,3,1
512,1991,Point Break,0,0
5133,1991,Lethal Games,3,1
5265,1991,My Girl,3,1
7609,1991,Riff-Raff,0,0
9322,1991,Samurai Cop,1,0
1089,1991,Doc Hollywood,1,0
5639,1991,Linguini Incident. The,3,1
2913,1991,Critters 3,3,1
1825,1991,Naked Gun 2 1/2: The Smell of Fear. The,1,0
7172,1991,Hachi-gatsu no rapusodi,3,1
7655,1991,Oscar,2,0
1429,1991,Closet Land,0,0
7146,1991,Robin Hood,1,0
3292,1991,What About Bob?,2,0
879,1991,Shakes the Clown,3,1
1346,1991,Flirting,2,0
1846,1991,Slacker,3,1
8991,1992,Bodyguard. The,2,0
8622,1992,Encino Man,1,0
1126,1992,Mighty Ducks. The,1,0
433,1992,Home Alone 2: Lost in New York,3,1
1867,1992,Full Contact,1,0
9242,1992,Stay Tuned,2,0
7640,1992,HouseSitter,1,0
450,1992,Glengarry Glen Ross,0,0
98,1992,Aladdin,0,0
8583,1992,Leap of Faith,2,0
3556,1992,King of Beggars,2,0
4391,1992,Malcolm X,3,1
4839,1992,Cutting Edge. The,3,1
8393,1992,Critters 4,1,0
5318,1992,Boomerang,3,1
1895,1992,My Cousin Vinny,1,0
1345,1992,Gas Food Lodging,3,1
1877,1992,Orlando,2,0
560,1992,A League of Their Own,3,1
1352,1992,Sister Act,3,1
5005,1992,Candyman,3,1
9107,1992,Dien Bien Phu,0,0
18,1992,Reservoir Dogs,0,0
1276,1992,Army of Darkness,2,0
2466,1992,Leaving Normal,3,1
748,1992,Buffy the Vampire Slayer,3,1
2628,1992,Newsies,1,0
2506,1992,This is My Life,3,1
6862,1992,Dragon Inn,3,1
3937,1992,Baraka,0,0
2415,1992,Howards End,3,1
6702,1992,Peter&#39;s Friends,3,1
6090,1992,Dragon Ball Z: The Return of Cooler,0,0
2709,1992,Straight Talk,3,1
9000,1992,Just another girl on the I.R.T,1,0
8287,1992,Bitter Moon,3,1
4838,1992,Como agua para chocolate,3,1
1101,1992,Muppet Christmas Carol. The,3,1
7245,1992,Hard Boiled,0,0
3636,1992,Player. The,3,1
2128,1992,Enchanted April,3,1
296,1992,Alien 3,0,0
5593,1992,Doragon b&ocirc;ru Z: Atsumare! Gok&ucirc; W&acirc;rudo,0,0
1869,1992,Death Becomes Her,3,1
7191,1992,Tom and Jerry: The Movie,3,1
818,1992,Bob Roberts,1,0
1025,1992,Batman Returns,0,0
5241,1992,Lawnmower Man. The,1,0
1157,1992,FernGully: The Last Rainforest,3,1
9331,1992,Strictly Ballroom,1,0
7006,1992,Unforgiven,3,1
3141,1992,Crying Game. The,2,0
5425,1992,Un Coeur en Hiver,3,1
2432,1992,Twin Peaks: Fire Walk With Me,3,1
4779,1992,Stop! Or My Mom Will Shoot,2,0
3787,1992,Scent of a Woman,1,0
3414,1992,Porco Rosso (Kurenai no Buta),1,0
4999,1992,Hero,1,0
4903,1992,Husbands and Wives,3,1
4141,1992,Dead Alive,3,1
1886,1992,El Mariachi,0,0
6123,1992,A River Runs Through It,2,0
2349,1992,Passion Fish,3,1
4731,1992,Wayne&#39;s World,1,0
4837,1992,Ladybugs,3,1
1836,1992,Toys,3,1
7601,1992,Freddie as F.R.O.7.,1,0
4952,1992,Damage,3,1
4782,1992,Chaplin,1,0
451,1992,A Few Good Men,1,0
7031,1992,Last of the Mohicans. The,2,0
5533,1992,Bikini Carwash Company. The,3,1
6397,1992,Hellraiser III: Hell on Earth,3,1
4940,1992,Basic Instinct,1,0
2457,1992,Sarafina!,3,1
7179,1992,Split Second,0,0
5654,1992,Sneakers,1,0
4947,1992,Dracula,3,1
6317,1992,Singles,2,0
2504,1992,Single White Female,3,1
9221,1992,Lover / L&#39;amant. The,1,0
1353,1993,Sister Act 2: Back in the Habit,3,1
5243,1993,Body of Evidence,3,1
2182,1993,Trial. The,1,0
3761,1993,Remains of the Day. The,1,0
7619,1993,Benny &amp; Joon,1,0
109,1993,Jurassic Park,3,1
2916,1993,Fugitive. The,2,0
1133,1993,Dave,3,1
117,1993,Demolition Man,0,0
543,1993,Point of No Return/The Assassin,3,1
3369,1993,Cliffhanger,1,0
5725,1993,Bhaji on the Beach,3,1
6076,1993,Sliver,3,1
3123,1993,Heart and Souls,2,0
9398,1993,I Killed My Lesbian Wife. Hung Her on a Meathook. and Now I Have a Three Picture Deal at Disney,3,1
8652,1993,Heaven &amp; Earth,2,0
1088,1993,Homeward Bound: The Incredible Journey,1,0
6492,1993,What&#39;s Eating Gilbert Grape,3,1
1856,1993,Fatal Instinct,3,1
1195,1993,Wedding Banquet. The,3,1
7272,1993,Body Bags,1,0
5083,1993,Dragon: The Bruce Lee Story,3,1
9033,1993,Much Ado About Nothing,1,0
5919,1993,Philadelphia,2,0
6474,1993,Firm. The,3,1
436,1993,Mrs. Doubtfire,3,1
3405,1993,Heroic Trio. The,3,1
6215,1993,Farewell My Concubine,0,0
5065,1993,Indian Summer,3,1
984,1993,Three Colors: Blue,3,1
7611,1993,A perfect world,1,0
852,1993,Ruby in Paradise,3,1
2543,1993,Nightmare Before Christmas. The,1,0
899,1993,Sandlot. The,0,0
2847,1993,Sonatine,0,0
5580,1993,Rising Sun,1,0
7209,1993,Dragon Ball Z: The History of Trunks,1,0
7277,1993,Pelican Brief. The,3,1
3097,1993,Age of Innocence. The,3,1
1637,1993,Fei hu wai zhuan,2,0
2492,1993,Once Upon a Forest,3,1
8568,1993,Mi vida loca,3,1
8148,1993,Poetic Justice,3,1
7055,1993,Arctic Blue,1,0
3330,1993,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n R (Sailor Moon R the Movie: The Promise of the Rose),3,1
556,1993,Sleepless in Seattle,2,0
9155,1993,Fear of a Black hat,1,0
5238,1993,RoboCop 3,3,1
1666,1993,Death Train,3,1
7526,1993,What&#39;s Love Got to Do with It,3,1
4877,1993,Batman: Mask of the Phantasm,0,0
5285,1993,Heidi,3,1
9466,1993,Last Action Hero,1,0
1434,1993,Secret Garden. The,3,1
7667,1993,In the Line of Fire,1,0
6173,1993,Hot Shots! Part Deux,3,1
4337,1993,Indien,0,0
3715,1993,Gypsy,3,1
7642,1993,Indecent Proposal,0,0
7260,1993,&quot;The X-Files&quot; Pilot,3,1
1940,1993,Princess and the Cobbler. The,0,0
1517,1993,Boxing Helena,1,0
8759,1993,Six Degrees of Separation,3,1
1097,1993,Undercover Blues,1,0
3088,1993,Joy Luck Club. The,3,1
3704,1993,Beverly Hillbillies. The,3,1
1497,1993,Schindler&#39;s List,3,1
3921,1993,Cannibal! The Musical,0,0
587,1993,Hocus Pocus,3,1
1790,1993,Even Cowgirls Get The Blues,3,1
3692,1993,Evil Cult. The,3,1
727,1993,Swing Kids,1,0
4555,1993,Telling Secrets,3,1
861,1993,Dazed and Confused,3,1
7840,1993,La casa de los esp&iacute;ritus,3,1
4422,1993,Super Mario Bros.,3,1
1067,1993,Robin Hood: Men in Tights,3,1
3396,1993,Untamed Heart,3,1
5316,1993,Short Cuts,3,1
3180,1993,Tombstone,3,1
2892,1993,Little Buddha,1,0
4917,1993,Gettysburg,0,0
810,1993,Manhattan Murder Mystery,3,1
1602,1993,Cool Runnings,1,0
7699,1993,Kika,3,1
950,1993,Bad Boy Bubby,1,0
6349,1993,True Romance,1,0
5665,1993,Blood In. Blood Out,0,0
3550,1993,Naked,3,1
558,1993,Umi ga kikoeru,3,1
7514,1993,In the Name of the Father,2,0
8552,1993,Man Without a Face. The,1,0
114,1993,Groundhog Day,2,0
3176,1993,Pieces of April,3,1
7418,1993,Making of &#39;...And God Spoke&#39;. The,1,0
2230,1993,Piano. The,3,1
6844,1993,Matinee,1,0
5521,1993,Body Snatchers,3,1
1436,1993,Addams Family Values,3,1
4636,1993,Coneheads,3,1
3336,1993,Searching for Bobby Fischer,0,0
3162,1994,Fantastic Four. The,1,0
960,1994,Little Women,3,1
5909,1994,Little Rascals. The,2,0
1755,1994,Professional. The,3,1
3657,1994,Getting Any?,0,0
7972,1994,Kan du vissla Johanna?,0,0
8004,1994,Runaway Daughters,3,1
4618,1994,Star Trek Generations,3,1
860,1994,Reality Bites,3,1
4421,1994,It&#39;s Pat,3,1
1066,1994,Return of Jafar. The,0,0
8460,1994,Sirens,3,1
3179,1994,I Like It Like That,3,1
5890,1994,Wrony,3,1
9108,1994,Clear and Present Danger,0,0
3062,1994,Hudsucker Proxy. The,1,0
5459,1994,Natural Born Killers,3,1
3331,1994,Gekij&ocirc;-ban - Bish&ocirc;jo senshi S&ecirc;r&acirc; M&ucirc;n S (Sailor Moon S the Movie: Hearts in Ice),3,1
5206,1994,In the Mouth of Madness,1,0
7933,1994,Legend of Drunken Master. The,3,1
3044,1994,Trading Mom,3,1
8592,1994,Die gottliche Ordnung,3,1
1920,1994,Ed Wood,3,1
571,1994,Drop Zone,2,0
3840,1994,Corrina. Corrina,3,1
120,1994,Interview with the Vampire,1,0
3501,1994,Adventures of Priscilla. Queen of the Desert. The,3,1
4056,1994,Chungking Express,1,0
4920,1994,Brainscan,1,0
4954,1994,Quiz Show,2,0
1571,1994,Amateur,3,1
1051,1994,Santa Clause. The,1,0
7160,1994,D2: The Mighty Ducks,1,0
7643,1994,It Could Happen to You,1,0
8990,1994,Miracle on 34th Street,3,1
959,1994,Stargate,1,0
1788,1994,Go Fish,3,1
567,1994,Heavenly Creatures,3,1
3243,1994,No Escape,0,0
1098,1994,True Lies,3,1
574,1994,Timecop,1,0
8735,1994,Vive L&#39;Amour,0,0
6477,1994,Serial Mom,3,1
4717,1994,Felidae,1,0
2210,1994,Mina Tannenbaum,3,1
3788,1994,Specialist. The,1,0
3008,1994,J&#39;ai pas sommeil,3,1
5738,1994,Flintstones. The,3,1
4645,1994,Birds 2: Land&#39;s End,3,1
3522,1994,Street Fighter,3,1
1128,1994,Angels in the Outfield,1,0
2350,1994,Crooklyn,3,1
4697,1994,Mask. The,1,0
2121,1994,Eat Drink Man Woman,3,1
3104,1994,Last Seduction. The,1,0
261,1994,Heisei tanuki gassen pompoko,1,0
776,1994,Forrest Gump,1,0
4602,1994,Sister My Sister,3,1
1208,1994,Pagemaster. The,1,0
2535,1994,Shadow. The,0,0
6451,1994,Four Weddings and a Funeral,3,1
3004,1994,Blue Sky,3,1
7295,1994,Don&#39;t Drink the Water,1,0
488,1994,Clerks.,1,0
100,1994,Lion King. The,1,0
7032,1994,Dias contados,3,1
7935,1994,Lakota Woman: Siege at Wounded Knee,3,1
6154,1994,See How They Fall,1,0
3133,1994,Giorgino,3,1
5078,1994,Color of Night,3,1
1826,1994,Naked Gun 33 1/3: The Final Insult,2,0
8494,1994,Jenny&#39;s Wedding,3,1
6981,1994,Black Beauty,3,1
4326,1994,Legend of the Red Dragon / Hong Xi Guan: Zhi Shao Lin wu zu,3,1
4841,1994,Legends of the Fall,3,1
441,1994,Ace Ventura: Pet Detective,2,0
339,1994,Shawshank Redemption. The,0,0
2209,1994,Muriel&#39;s Wedding,3,1
8446,1994,Secret of Roan Inish. The,3,1
4515,1994,Three Colors: White,1,0
5334,1994,A.P.E.X.,1,0
7263,1994,I.Q.,0,0
5341,1994,Airheads,1,0
537,1994,Stand. The,3,1
6029,1994,New Nightmare,3,1
4112,1994,Road to Wellville. The,3,1
7211,1994,Death and the Maiden,0,0
1535,1994,Client. The,3,1
91,1994,Pulp Fiction,3,1
3820,1994,Crow. The,3,1
890,1994,Dumb &amp; Dumber,2,0
1786,1994,Bad Girls,3,1
1850,1994,Beverly Hills Cop III,0,0
1914,1994,Police Academy: Mission to Moscow,1,0
9406,1994,Next Karate Kid. The,3,1
3973,1994,Swan Princess. The,1,0
4869,1994,Uncovered,3,1
1734,1994,Pat and Margaret,3,1
2852,1994,Priest,3,1
5189,1994,Frit&auml;nkaren,3,1
3431,1994,Oleanna,0,0
440,1994,Speed,3,1
3106,1994,Wing Chun,2,0
2972,1994,Fear City: A Family-Style Comedy,3,1
4902,1995,Congo,0,0
7651,1995,Nick of Time,3,1
5816,1995,First Knight,2,0
287,1995,Mimi wo sumaseba (Whisper of the Heart),3,1
6912,1995,Party Girl,3,1
8930,1995,Heavyweights,0,0
3090,1995,Baby-Sitters Club. The,3,1
5823,1995,Higher Learning,3,1
2394,1995,Dolores Claiborne,3,1
974,1995,Welcome to the Dollhouse,3,1
294,1995,Bridges of Madison County. The,3,1
163,1995,Empire Records,3,1
5199,1995,Ringu Kanzenban,1,0
2931,1995,Incredibly True Adventures of Two Girls in Love. The,3,1
749,1995,Clueless,3,1
207,1995,Pocahontas,3,1
2835,1995,Rumble in the Bronx (Hung fan kui),1,0
4169,1995,Species,3,1
5771,1995,Kids,3,1
5812,1995,Dead Presidents,3,1
9064,1995,Englishman Who Went Up a Hill But Came Down a Mountain. The,0,0
8526,1995,Basketball Diaries. The,1,0
9104,1995,Waiting To Exhale,2,0
1037,1995,Heat,2,0
1435,1995,A little princess,3,1
7568,1995,Catnapped! The Movie,3,1
5728,1995,Dilwale Dulhania Le Jayenge,3,1
2071,1995,Boys on the Side,3,1
3298,1995,Fallen Angels,1,0
489,1995,Mallrats,2,0
5710,1995,Ace Ventura: When Nature Calls,0,0
7791,1995,Friday,2,0
2882,1995,Dangerous Minds,3,1
1065,1995,Aladdin and the King of Thieves,1,0
1132,1995,French Kiss,2,0
3142,1995,Persuasion,3,1
2060,1995,Apollo 13,3,1
54,1995,Usual Suspects. The,1,0
2100,1995,Copycat,3,1
97,1995,Hackers,2,0
955,1995,Mortal Kombat,1,0
205,1995,Braveheart,2,0
2220,1995,Casino,2,0
4904,1995,Home for the holidays,3,1
9230,1995,It Takes Two,1,0
184,1995,Billy Madison,1,0
2422,1995,Butterfly Kiss,3,1
5317,1995,Devil in a Blue Dress,1,0
1563,1995,Pride and Prejudice,3,1
2684,1995,Addiction. The,3,1
3877,1995,La Haine,0,0
7388,1995,El dia de la bestia,3,1
8539,1995,Total Eclipse,1,0
7892,1995,Judge Dredd,3,1
7547,1995,Village of the Damned,3,1
8451,1995,Dead Man Walking,3,1
147,1995,Die Hard: With a Vengeance,1,0
566,1995,Showgirls,3,1
7073,1995,Nadie hablara de nosotras cuando hayamos muerto,3,1
1032,1995,While You Were Sleeping,3,1
2914,1995,Net. The,3,1
3801,1995,Jumanji,3,1
905,1995,Circle of Friends,3,1
637,1995,Cold Comfort Farm,3,1
5655,1995,Dragon Ball Z: Wrath of the Dragon,2,0
3027,1995,Serving in Silence,3,1
7663,1995,Land and Freedom,1,0
1643,1995,Sabrina,3,1
947,1995,When Night is Falling,3,1
7805,1995,Tommy Boy,3,1
5596,1995,City of Lost Children. The,3,1
2303,1995,Waterworld,2,0
4678,1995,Maborosi,3,1
7364,1995,Babe,3,1
986,1995,Four rooms,3,1
3267,1995,Pebble and the Penguin. The,2,0
69,1995,Se7en,1,0
659,1995,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell),0,0
1160,1995,A Goofy Movie,2,0
8923,1995,Leaving Las Vegas,2,0
110,1995,Outbreak,3,1
569,1995,Tank Girl,3,1
4020,1995,Before Sunrise,0,0
640,1995,How to Make an American Quilt,3,1
675,1995,Strange Days,3,1
1433,1995,Gold Diggers: The Secret of Bear Mountain,3,1
7566,1995,Grim,3,1
3370,1995,Mighty Morphin Power Rangers: The Movie,3,1
6544,1995,Othello,2,0
2690,1995,Celluloid Closet. The,3,1
982,1995,Antonia&#39;s Line,3,1
267,1995,Sense and Sensibility,3,1
2864,1995,Twelve Monkeys,1,0
3332,1995,Sailor Moon SuperS the Movie. The Ten Senshi Unite. Mystery of the Black Dream Hole (Sailor Moon Super S the Movie: Black Dream,3,1
8442,1995,Magic in the Water,1,0
4640,1995,Assassins,1,0
4791,1995,Langoliers. The,3,1
1024,1995,Batman Forever,1,0
2573,1995,Canadian Bacon,1,0
8919,1995,Tall Tale,1,0
106,1995,Casper,3,1
897,1995,Now and Then,3,1
1031,1995,Balto,2,0
4247,1995,Quick and the Dead. The,3,1
5084,1995,Dracula: Dead and Loving It,3,1
87,1995,Toy Story,1,0
2366,1995,Safe,3,1
2163,1995,To Wong Foo. Thanks for Everything! Julie Newmar,3,1
7702,1995,La flor de mi secreto,3,1
6625,1995,Desperado,1,0
6251,1995,GoldenEye,3,1
4749,1995,Underground,1,0
3684,1995,American President. The,3,1
3553,1996,God of Cookery. The,1,0
1722,1996,Jingle All the Way,1,0
4482,1996,Three Lives and Only One Death,2,0
760,1996,Harriet the Spy,3,1
5413,1996,Swingers,2,0
182,1996,Bound,3,1
4353,1996,Fear,3,1
5883,1996,Stealing Beauty,3,1
9457,1996,La lengua asesina,3,1
1099,1996,Ridicule,1,0
6839,1996,Eraser,3,1
7658,1996,Primal Fear,1,0
6536,1996,Entertaining Angels: The Dorothy Day Story,3,1
7352,1996,Sleepers,1,0
5551,1996,Crash,3,1
741,1996,Libertarias,3,1
3402,1996,Star Trek: First Contact,3,1
2994,1996,Pusher,0,0
981,1996,Foxfire,3,1
4890,1996,Truth About Cats &amp; Dogs. The,3,1
1874,1996,Charlot og Charlotte,3,1
525,1996,Quest. The,0,0
4859,1996,Eye for an Eye,3,1
1030,1996,DragonHeart,2,0
1062,1996,Hunchback of Notre Dame. The,1,0
2221,1996,Emma,3,1
1129,1996,Muppet Treasure Island,1,0
3017,1996,Swallowtail Butterfly,3,1
5343,1996,Welcome to the Discworld,0,0
4621,1996,Mars Attacks!,3,1
5786,1996,Waiting for Guffman,3,1
970,1996,I Shot Andy Warhol,3,1
1428,1996,Escape from L.A.,1,0
977,1996,Girls Town,3,1
3291,1996,Mother Night,1,0
369,1996,Matilda,3,1
3822,1996,Kingpin,1,0
1852,1996,Fargo,2,0
38,1996,Rock. The,1,0
3081,1996,Beautiful Girls,3,1
3526,1996,Hard Eight,0,0
535,1996,Down Periscope,0,0
6738,1996,Curdled,3,1
1859,1996,Associate. The,3,1
4977,1996,Birdcage. The,2,0
6943,1996,Twelfth Night or What You Will,3,1
6441,1996,Mystery Science Theater 3000: The Movie,1,0
1172,1996,101 Dalmatians,3,1
881,1996,Fire,3,1
1340,1996,Long Kiss Goodnight. The,3,1
3679,1996,Frighteners. The,3,1
449,1996,Cable Guy. The,1,0
9319,1996,Mother,3,1
137,1996,Trainspotting,2,0
4067,1996,Romeo + Juliet,3,1
7932,1996,Crucible. The,3,1
1087,1996,Homeward Bound II: Lost in San Francisco,1,0
2937,1996,Mirror Has Two Faces. The,3,1
3383,1996,August,3,1
7678,1996,Tremors II: Aftershocks,0,0
8124,1996,Sonic the Hedgehog: The Movie,0,0
4831,1996,Irma Vep,3,1
1791,1996,Female Perversions,3,1
111,1996,Jane Eyre,3,1
5778,1996,Daytrippers. The,3,1
8208,1996,Last Man Standing,1,0
2885,1996,Spitfire Grill. The,3,1
2154,1996,Set It Off,3,1
435,1996,Space Jam,1,0
1233,1996,Hamlet,1,0
7051,1996,Funeral. The,3,1
445,1996,Mission: Impossible,1,0
6623,1996,Michael,3,1
649,1996,Scream,3,1
5266,1996,Hellraiser: Bloodline,1,0
3242,1996,When the Cat&#39;s Away,3,1
431,1996,Broken Arrow,0,0
5855,1996,A Jin de gushi / Ah Kam. the Stunt woman,1,0
7598,1996,Un air de famille,3,1
6169,1996,Va&#39; dove ti porta il cuore,3,1
129,1996,Spy Hard,1,0
912,1996,First Wives Club. The,3,1
6074,1996,Basquiat,2,0
5295,1996,Lone Star,2,0
5698,1996,Beautiful Thing,3,1
448,1996,From Dusk Till Dawn,1,0
9088,1996,Watermelon Woman. The,3,1
2106,1996,Beyond Silence (Jenseits der Stille),3,1
3970,1996,James and the Giant Peach,3,1
4972,1996,Poison Ivy II,3,1
3023,1996,That Thing You Do!,3,1
8638,1996,2 Days in the Valley,3,1
5125,1996,Manny &amp; Lo,3,1
1010,1996,Freeway,3,1
444,1996,Independence Day,3,1
1569,1996,Fly Away Home,3,1
5493,1996,Beavis and Butt-Head Do America,1,0
1343,1996,Love and Other Catastrophes,3,1
5932,1996,Tenchi Muy&ocirc;! In Love,3,1
6754,1996,La belle verte,3,1
1082,1996,Twister,3,1
3410,1996,Glimmer Man. The,1,0
3038,1996,Brassed Off,3,1
3966,1996,Big Night,3,1
1818,1996,Striptease,3,1
1156,1996,Craft. The,3,1
4967,1996,Chain Reaction,1,0
9065,1996,Tin Cup,3,1
2449,1996,English Patient. The,3,1
8008,1996,Jerry Maguire,2,0
4425,1996,Sabrina the Teenage Witch,3,1
3703,1996,Kids Return,3,1
7630,1996,Evita,3,1
3059,1996,Walking and Talking,3,1
4778,1996,Fan. The,1,0
5326,1996,Preacher&#39;s Wife. The,3,1
1538,1996,Connie Gomper &amp; the Pack,0,0
8057,1996,Marvin&#39;s Room,3,1
4822,1996,Mr. Wrong,3,1
1411,1996,Secrets &amp; Lies,3,1
2208,1996,Grace of my heart,3,1
7644,1996,Jack,2,0
4380,1997,Ayneh,3,1
345,1997,Titanic,3,1
5,1997,Austin Powers: International Man of Mystery,2,0
1159,1997,Good Burger,1,0
792,1997,Cube,3,1
426,1997,Flubber,2,0
4657,1997,I Know What You Did Last Summer,3,1
4360,1997,George of the Jungle,3,1
326,1997,Mononoke-hime,3,1
4154,1997,Lost Highway,1,0
3882,1997,Kiss the Girls,2,0
614,1997,La vita &egrave; bella,0,0
3223,1997,A Simple Wish,3,1
2101,1997,Eve&#39;s Bayou,3,1
1810,1997,Taste of Cherry,0,0
5329,1997,Face/Off,1,0
1055,1997,For Richer or Poorer,3,1
4932,1997,I Think I Do,3,1
105,1997,Devil&#39;s Advocate. The,3,1
4383,1997,Peacemaker. The,3,1
729,1997,Hercules,3,1
2423,1997,Chasing Amy,3,1
4496,1997,In the Company of Men,1,0
1202,1997,My Best Friend&#39;s Wedding,2,0
5058,1997,Le Acrobate,3,1
6749,1997,Sticky Fingers of Time. The,3,1
297,1997,Alien: Resurrection,3,1
7534,1997,A Life Less Ordinary,2,0
3373,1997,Spawn,3,1
2236,1997,L.A. Confidential,1,0
22,1997,Fifth Element. The,1,0
4635,1997,Wrong Guy. The,1,0
6249,1997,Hardboiled Egg,2,0
4064,1997,Mortal Kombat: Annihilation,3,1
9220,1997,Lolita,3,1
7675,1997,An American Werewolf in Paris,1,0
1026,1997,Batman &amp; Robin,2,0
425,1997,Liar Liar,1,0
2347,1997,Boogie Nights,3,1
318,1997,Conspiracy Theory,2,0
7174,1997,Cure,1,0
4527,1997,Mrs Dalloway,3,1
6204,1997,Clover,3,1
1406,1997,Spice World,3,1
524,1997,G.I. Jane,3,1
5172,1997,Picture Perfect,3,1
1054,1997,Jungle 2 Jungle,2,0
1816,1997,Fierce Creatures,1,0
70,1997,Murder at 1600,1,0
1193,1997,Funny Games,3,1
77,1997,Gattaca,1,0
9336,1997,Tomorrow Never Dies,1,0
936,1997,As Good as It Gets,3,1
634,1997,Postman. The,1,0
1068,1997,Air Force One,1,0
1830,1997,Castle. The,3,1
6805,1997,Full Monty. The,2,0
7660,1997,Seven Years in Tibet,1,0
8564,1997,Csinibaba,1,0
6241,1997,Odyssey. The,2,0
3371,1997,Turbo: A Power Rangers Movie,3,1
6071,1997,Tower of Terror,3,1
9280,1997,Mrs. Brown,3,1
4987,1997,La principessa e il povero,3,1
6691,1997,Open Your Eyes,1,0
1409,1997,Winter Guest. The,3,1
9151,1997,Cop Land,0,0
4164,1997,Smilla&#39;s Sense of Snow,3,1
2666,1997,Well. The,3,1
5108,1997,Neon Genesis Evangelion: The End of Evangelion,3,1
5143,1997,Knockin&#39; on Heaven&#39;s Door,1,0
623,1997,Good Will Hunting,0,0
343,1997,Wilde,3,1
1483,1997,Inheritance. The,3,1
424,1997,Dante's Peak,3,1
